created_at,entry_id,field1,field2,field3,latitude,longitude,elevation,status
2024-03-27T21:27:30+00:00,1,2.481631726380229,98.48698800882265,490.2973015205033,,,,
2024-03-27T21:27:35+00:00,2,-12.703406703184264,90.83819644795773,1697.4570405897944,,,,
2024-03-27T21:27:40+00:00,3,-20.394554357885784,41.786606603214125,890.9537694495023,,,,
2024-03-27T21:27:46+00:00,4,6.9268429682888595,7.806600650455053,1517.8239924639154,,,,
2024-03-27T21:27:51+00:00,5,29.881419165463186,19.80036121430907,498.79306879061653,,,,
2024-03-27T21:27:57+00:00,6,1.9482668853149647,9.783319698534887,1891.2443861423183,,,,
2024-03-27T21:28:02+00:00,7,26.673163982037536,86.88076377542755,1282.8036510790403,,,,
2024-03-27T21:28:07+00:00,8,-42.980859412724726,58.582003436545804,1995.1965705499454,,,,
2024-03-27T21:28:13+00:00,9,26.143695811347172,10.73954387677053,1824.9677996441055,,,,
2024-03-27T21:28:18+00:00,10,-12.830297621087126,56.744259644841364,621.8250002677142,,,,
2024-03-27T21:28:24+00:00,11,0.5541013425312755,87.08765810012038,1456.7427436067314,,,,
2024-03-27T21:28:29+00:00,12,-11.237847157625403,77.5700678460319,1159.7405439586505,,,,
2024-03-27T21:28:34+00:00,13,-33.2524061641031,0.867701858455816,1993.1689719798133,,,,
2024-03-27T21:28:40+00:00,14,0.21686109478167026,80.93344291553056,710.3493880943635,,,,
2024-03-27T21:28:45+00:00,15,-23.98487247444494,75.39866559930847,571.3850176435674,,,,
2024-03-27T21:28:51+00:00,16,-33.29097005607075,87.50138747092359,1424.0611189773215,,,,
2024-03-27T21:28:56+00:00,17,-33.137118738669926,48.829270166297654,875.663730129515,,,,
2024-03-27T21:29:02+00:00,18,27.437185183635833,19.66815704334661,1964.2814019129796,,,,
2024-03-27T21:29:07+00:00,19,-37.38786425177375,20.570125834480656,925.5913029396772,,,,
2024-03-27T21:29:14+00:00,20,-41.80958360217174,0.6009942777206678,593.0402096921016,,,,
2024-03-27T21:29:20+00:00,21,30.23057949156977,69.61788177307405,953.3628042646109,,,,
2024-03-27T21:29:25+00:00,22,-8.962267681144553,99.64877079397341,924.38563030876,,,,
2024-03-27T21:29:30+00:00,23,49.10320864055795,16.525591335908185,1181.309510445405,,,,
2024-03-27T21:29:37+00:00,24,-25.830381014487703,93.68791754215462,357.7606611121831,,,,
2024-03-27T21:29:42+00:00,25,-36.37400184737769,62.780277694883615,1499.3473371194927,,,,
2024-03-27T21:29:47+00:00,26,-42.07594055370297,44.238700533271704,410.4512946537284,,,,
2024-03-27T21:29:53+00:00,27,49.199763272476886,75.38938106429845,1229.6129425833115,,,,
2024-03-27T21:29:58+00:00,28,42.048230191510754,70.29125916873186,1776.282598378156,,,,
2024-03-27T21:30:04+00:00,29,-8.107255866146026,81.89563935969477,1342.0912066155227,,,,
2024-03-27T21:30:10+00:00,30,6.44357928216597,17.8328712342242,636.8888041230807,,,,
2024-03-27T21:30:16+00:00,31,-26.321743308343603,99.85367305405816,1074.212543168559,,,,
2024-03-27T21:30:22+00:00,32,-0.4201657568143844,82.56314045810308,1340.6013547886255,,,,
2024-03-27T21:30:27+00:00,33,35.005459611445914,32.36213266819219,1313.015767163668,,,,
2024-03-27T21:30:33+00:00,34,-39.61704798239186,81.10612634910692,1740.0533617838394,,,,
